rideshare_company,pickup_zone,dropoff_zone,trip_length_miles,trip_time_seconds,base_passenger_fare_dollars,tolls_dollars,black_car_fund_dollars,sales_tax_dollars,congestion_surcharge_dollars,airport_fee_dollars,tip_dollars,driver_pay_dollars,driver_total_pay_dollars,good_fare,request_month,request_date,request_hour,request_minute,request_day_of_week,time_of_day,pickup_borough,dropoff_borough,tip_or_no_tip
Uber,TriBeCa/Civic Center,Greenwich Village South,1.98,879,17.62,0,0.53,1.56,2.75,0,0,17.59,17.59,FALSE,Mar,4,0,24,Sat,night,Manhattan,Manhattan,FALSE
Lyft,Times Sq/Theatre District,Times Sq/Theatre District,0.441,219,12.73,0,0.38,1.13,2.75,0,0,10.1,10.1,FALSE,Mar,4,0,51,Sat,night,Manhattan,Manhattan,FALSE
Uber,Steinway,Yorkville West,5.8,966,24.87,6.55,0.94,2.79,2.75,0,0,16.35,16.35,FALSE,Mar,4,0,55,Sat,night,Queens,Queens,FALSE
Uber,Central Harlem,Bloomingdale,0.54,270,8.57,0,0.26,0.76,0,0,0,6.6,6.6,FALSE,Mar,4,2,50,Sat,night,Manhattan,Manhattan,FALSE
Uber,West Chelsea/Hudson Yards,East Chelsea,1.01,339,7.73,0,0.23,0.69,2.75,0,0,8.49,8.49,FALSE,Mar,4,3,22,Sat,night,Manhattan,Manhattan,FALSE
Lyft,Briarwood/Jamaica Hills,Briarwood/Jamaica Hills,1.165,450,7.47,0,0.22,0.66,0,0,0,5.66,5.66,FALSE,Mar,4,8,10,Sat,morning,Queens,Queens,FALSE
Uber,Elmhurst/Maspeth,Rego Park,1.34,609,8.04,0,0.24,0.71,0,0,0,7.99,7.99,FALSE,Mar,4,10,5,Sat,morning,Queens,Queens,FALSE
Uber,LaGuardia Airport,SoHo,10.21,1816,38.61,6.55,1.35,4.01,2.75,0,0,29.6,29.6,FALSE,Mar,4,10,18,Sat,morning,Queens,Queens,FALSE
Uber,Bay Ridge,Astoria,16.1,2784,48.59,0,1.46,4.31,0,0,0,45.78,45.78,FALSE,Mar,4,11,32,Sat,morning,Brooklyn,Brooklyn,FALSE
Uber,Morningside Heights,College Point,11.6,1812,33.53,6.55,1.2,3.56,0,0,4.48,31.18,35.66,FALSE,Mar,4,12,44,Sat,afternoon,Manhattan,Manhattan,TRUE
Lyft,Springfield Gardens North,Starrett City,7.575,1320,20.25,0,0.61,1.8,0,0,0,0,0,FALSE,Mar,4,13,14,Sat,afternoon,Queens,Queens,FALSE
Lyft,Bushwick North,Queens Village,10.719,1692,35.75,0,1.07,3.17,0,0,0,31.38,31.38,FALSE,Mar,4,13,15,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Uber,University Heights/Morris Heights,Claremont/Bathgate,1.79,559,12.93,0,0.39,1.15,0,0,0,8.08,8.08,FALSE,Mar,4,13,44,Sat,afternoon,Bronx,Bronx,FALSE
Uber,Sunset Park West,Borough Park,2.22,962,14.29,0,0.43,1.27,0,0,0,11.71,11.71,FALSE,Mar,4,14,16,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Washington Heights North,Washington Heights South,0.69,330,6.47,0,0.19,0.57,0,0,0,5.36,5.36,FALSE,Mar,4,15,1,Sat,afternoon,Manhattan,Manhattan,FALSE
Lyft,Erasmus,Prospect-Lefferts Gardens,1.279,476,10.42,0,0.31,0.93,0,0,0,6.04,6.04,FALSE,Mar,4,16,41,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Battery Park City,Clinton West,4.71,1422,32.4,0,0.97,2.88,2.75,0,0,19.07,19.07,FALSE,Mar,4,16,55,Sat,afternoon,Manhattan,Manhattan,FALSE
Uber,DUMBO/Vinegar Hill,Little Italy/NoLiTa,3.02,1743,18.08,0,0.54,1.6,2.75,0,3,20.8,23.8,FALSE,Mar,4,17,12,Sat,afternoon,Brooklyn,Brooklyn,TRUE
Uber,East Williamsburg,Williamsburg (North Side),1.16,574,9.38,0,0.28,0.83,0,0,0,7.37,7.37,FALSE,Mar,4,17,14,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Greenwich Village South,Financial District North,2.13,1242,18.49,0,0.55,1.64,2.75,0,2.28,14.83,17.11,FALSE,Mar,4,18,0,Sat,evening,Manhattan,Manhattan,TRUE
Uber,Cypress Hills,JFK Airport,7.63,1390,29.97,0,0.97,2.88,0,2.5,0,22.36,22.36,FALSE,Mar,4,18,24,Sat,evening,Brooklyn,Brooklyn,FALSE
Uber,North Corona,Whitestone,3.28,451,11.58,0,0.35,1.03,0,0,0,9.99,9.99,FALSE,Mar,4,18,46,Sat,evening,Queens,Queens,FALSE
Uber,Mott Haven/Port Morris,East Concourse/Concourse Village,1.95,762,13.35,0,0.4,1.18,0,0,0,10.02,10.02,FALSE,Mar,4,21,14,Sat,evening,Bronx,Bronx,FALSE
Uber,Clinton West,Middle Village,8.54,2390,29.36,0,0.88,2.61,2.75,0,3.53,33.6,37.13,FALSE,Mar,4,21,47,Sat,evening,Manhattan,Manhattan,TRUE
Uber,Crown Heights South,Cypress Hills,4.2,1558,29.03,0,0.87,2.58,0,0,0,19.71,19.71,FALSE,Mar,4,21,51,Sat,evening,Brooklyn,Brooklyn,FALSE
Uber,Midtown South,Garment District,0.76,569,8.43,0,0.25,0.75,2.75,0,0,6.56,6.56,FALSE,Mar,4,22,42,Sat,night,Manhattan,Manhattan,FALSE
Uber,Midtown North,TriBeCa/Civic Center,4.33,1492,28.6,0,0.86,2.54,2.75,0,0,27.51,27.51,FALSE,Mar,4,23,29,Sat,night,Manhattan,Manhattan,FALSE
Uber,Lower East Side,Long Island City/Queens Plaza,4.98,1154,37.7,0,1.13,3.35,2.75,0,0,29.46,29.46,FALSE,Mar,4,23,45,Sat,night,Manhattan,Manhattan,FALSE
Lyft,Hamilton Heights,Washington Heights North,3.101,783,15.17,0,0.46,1.35,0,0,0,12.25,12.25,FALSE,Mar,5,1,36,Sun,night,Manhattan,Manhattan,FALSE
Uber,Spuyten Duyvil/Kingsbridge,Bronxdale,3.38,979,18.76,0,0.56,1.66,0,0,0,13.65,13.65,FALSE,Mar,5,1,46,Sun,night,Bronx,Bronx,FALSE
Uber,East Concourse/Concourse Village,Central Harlem North,1.98,538,12.5,0,0.38,1.11,0,0,0,9.69,9.69,FALSE,Mar,5,3,0,Sun,night,Bronx,Bronx,FALSE
Uber,East Harlem North,Yorkville West,2.07,495,9.07,0,0.27,0.8,2.75,0,0,7.7,7.7,FALSE,Mar,5,3,53,Sun,night,Manhattan,Manhattan,FALSE
Lyft,Times Sq/Theatre District,JFK Airport,16.955,1779,45.68,5.66,1.62,4.78,2.75,2.5,12.6,37.66,50.26,FALSE,Mar,5,4,57,Sun,night,Manhattan,Manhattan,TRUE
Uber,Springfield Gardens North,JFK Airport,2.85,330,10.82,0,0.4,1.18,0,2.5,0,7.01,7.01,FALSE,Mar,5,5,23,Sun,night,Queens,Queens,FALSE
Lyft,Flatlands,UN/Turtle Bay South,14.012,1968,36.3,3.86,1.2,3.56,2.75,0,0,35.79,35.79,FALSE,Mar,5,7,22,Sun,morning,Brooklyn,Brooklyn,FALSE
Lyft,East New York/Pennsylvania Avenue,East New York/Pennsylvania Avenue,3.203,1501,22.12,0,0.66,1.96,0,0,0,19.24,19.24,FALSE,Mar,5,7,36,Sun,morning,Brooklyn,Brooklyn,FALSE
Uber,Belmont,Randalls Island,7.82,945,21.98,6.55,0.86,2.53,0,0,0,18.44,18.44,FALSE,Mar,5,7,47,Sun,morning,Bronx,Bronx,FALSE
Uber,Murray Hill,Park Slope,6.34,1540,28.74,0,0.86,2.55,2.75,0,0,22.18,22.18,FALSE,Mar,5,9,5,Sun,morning,Manhattan,Manhattan,FALSE
Uber,Prospect-Lefferts Gardens,Crown Heights South,1.2,545,8.33,0,0.25,0.74,0,0,0,6.81,6.81,FALSE,Mar,5,9,51,Sun,morning,Brooklyn,Brooklyn,FALSE
Uber,Bushwick South,Park Slope,5.52,1493,26.76,0,0.8,2.37,0,0,0,20.89,20.89,FALSE,Mar,5,10,11,Sun,morning,Brooklyn,Brooklyn,FALSE
Lyft,Lincoln Square West,TriBeCa/Civic Center,4.549,1175,21.57,0,0.65,1.91,2.75,0,0,16.65,16.65,FALSE,Mar,5,10,17,Sun,morning,Manhattan,Manhattan,FALSE
Uber,West Brighton,West Brighton,1.6,573,9.81,0,0.29,0.87,0,0,0,7.32,7.32,FALSE,Mar,5,10,44,Sun,morning,Staten Island,Staten Island,FALSE
Lyft,Greenpoint,Williamsburg (North Side),1.813,707,14.85,0,0.45,1.32,0,0,0,8.87,8.87,FALSE,Mar,5,10,50,Sun,morning,Brooklyn,Brooklyn,FALSE
Uber,East New York/Pennsylvania Avenue,East New York,0.48,236,7.99,0,0.24,0.71,0,0,0,8.19,8.19,FALSE,Mar,5,10,52,Sun,morning,Brooklyn,Brooklyn,FALSE
Uber,Downtown Brooklyn/MetroTech,Kips Bay,4.38,1120,22.49,0,0.67,2,2.75,0,4.18,17.27,21.45,FALSE,Mar,5,12,29,Sun,afternoon,Brooklyn,Brooklyn,TRUE
Uber,South Jamaica,South Jamaica,0.48,139,7.97,0,0.24,0.71,0,0,0,5.74,5.74,FALSE,Mar,5,13,55,Sun,afternoon,Queens,Queens,FALSE
Lyft,Stuyvesant Heights,Brownsville,2.566,881,15.18,0,0.46,1.35,0,0,0,11.43,11.43,FALSE,Mar,5,14,10,Sun,afternoon,Brooklyn,Brooklyn,FALSE
Uber,South Ozone Park,South Ozone Park,1.32,374,9.81,0,0.29,0.87,0,0,0,5.36,5.36,FALSE,Mar,5,15,6,Sun,afternoon,Queens,Queens,FALSE
Uber,Forest Hills,Richmond Hill,2.52,1128,14.29,0,0.43,1.27,0,0,0,14.42,14.42,FALSE,Mar,5,15,34,Sun,afternoon,Queens,Queens,FALSE
Lyft,Mount Hope,Spuyten Duyvil/Kingsbridge,2.848,833,16.23,0,0.49,1.44,0,0,0,11.33,11.33,FALSE,Mar,5,15,44,Sun,afternoon,Bronx,Bronx,FALSE
Uber,JFK Airport,Lincoln Square West,21.99,3870,54.09,6.55,1.89,5.6,2.75,2.5,0,65.34,65.34,TRUE,Mar,5,15,47,Sun,afternoon,Queens,Queens,FALSE
Lyft,Canarsie,Canarsie,0.965,534,7.89,0,0.24,0.7,0,0,0,6.2,6.2,FALSE,Mar,5,16,0,Sun,afternoon,Brooklyn,Brooklyn,FALSE
Lyft,LaGuardia Airport,Flushing,3.644,990,15.36,0,0.54,1.59,0,2.5,0,16.44,16.44,FALSE,Mar,5,16,3,Sun,afternoon,Queens,Queens,FALSE
Uber,Stuy Town/Peter Cooper Village,East Village,0.59,347,7.72,0,0.23,0.69,2.75,0,0,5.41,5.41,FALSE,Mar,5,17,9,Sun,afternoon,Manhattan,Manhattan,FALSE
Lyft,Midtown North,East Williamsburg,5.019,1524,27.92,0.9,0.86,2.56,2.75,0,0,20.5,20.5,FALSE,Mar,5,18,26,Sun,evening,Manhattan,Manhattan,FALSE
Uber,Ocean Hill,Bushwick South,1.81,712,12.52,0,0.38,1.11,0,0,0,8.88,8.88,FALSE,Mar,5,18,50,Sun,evening,Brooklyn,Brooklyn,FALSE
Uber,Woodside,Ridgewood,3.71,1106,17.2,0,0.52,1.53,0,0,0,15.49,15.49,FALSE,Mar,5,19,25,Sun,evening,Queens,Queens,FALSE
Lyft,LaGuardia Airport,Kew Gardens,6.572,907,21.56,0,0.72,2.14,0,2.5,2,16.63,18.63,FALSE,Mar,5,20,7,Sun,evening,Queens,Queens,TRUE
Uber,Fort Greene,Maspeth,7.42,1476,31.86,0,0.96,2.83,0,0,1,28.16,29.16,FALSE,Mar,5,20,30,Sun,evening,Brooklyn,Brooklyn,TRUE
Lyft,Canarsie,East New York,3.582,708,16.2,0,0.49,1.44,0,0,0,11.07,11.07,FALSE,Mar,5,21,17,Sun,evening,Brooklyn,Brooklyn,FALSE
Lyft,Greenpoint,Ridgewood,3.672,921,16.76,0,0.5,1.49,0,0,3.75,13.18,16.93,FALSE,Mar,5,21,24,Sun,evening,Brooklyn,Brooklyn,TRUE
Uber,Gramercy,Bloomingdale,6.21,1463,26.14,0,0.78,2.32,2.75,0,6.19,22.1,28.29,FALSE,Mar,5,22,57,Sun,night,Manhattan,Manhattan,TRUE
Uber,Times Sq/Theatre District,Newark Airport,17.48,1547,53.1,23.31,2.37,0,0,2.5,0,39.69,39.69,FALSE,Mar,6,4,48,Mon,night,Manhattan,Manhattan,FALSE
Lyft,Yorkville East,JFK Airport,19.075,2267,50.42,6.29,1.78,5.25,2.75,2.5,0,44.86,44.86,FALSE,Mar,6,6,14,Mon,morning,Manhattan,Manhattan,FALSE
Uber,Greenpoint,Upper West Side South,6.02,2745,63.6,0,1.91,5.64,2.75,0,0,26.09,26.09,FALSE,Mar,6,8,34,Mon,morning,Brooklyn,Brooklyn,FALSE
Lyft,Mott Haven/Port Morris,East Harlem North,1.525,933,11.61,0,0.35,1.03,0,0,0,10.63,10.63,FALSE,Mar,6,8,52,Mon,morning,Bronx,Bronx,FALSE
Uber,Mount Hope,Schuylerville/Edgewater Park,6.77,859,28.53,0,0.86,2.53,0,0,0,17.35,17.35,FALSE,Mar,6,8,56,Mon,morning,Bronx,Bronx,FALSE
Uber,West Village,Midtown East,3.3,1499,30.58,0,0.92,2.71,2.75,0,0,20.98,20.98,FALSE,Mar,6,9,8,Mon,morning,Manhattan,Manhattan,FALSE
Uber,Parkchester,Pelham Parkway,1.59,742,11.57,0,0.35,1.03,0,0,0,9.16,9.16,FALSE,Mar,6,9,29,Mon,morning,Bronx,Bronx,FALSE
Uber,Sunset Park West,Penn Station/Madison Sq West,8.06,2184,38.02,6.55,1.34,3.96,2.75,0,0,33.25,33.25,FALSE,Mar,6,10,56,Mon,morning,Brooklyn,Brooklyn,FALSE
Uber,Lenox Hill East,Meatpacking/West Village West,8.45,1462,78.31,0,2.35,6.95,2.75,0,9.03,55.09,64.12,TRUE,Mar,6,12,23,Mon,afternoon,Manhattan,Manhattan,TRUE
Uber,Van Cortlandt Village,Van Cortlandt Village,0.46,173,7.99,0,0.24,0.71,0,0,0,5.6,5.6,FALSE,Mar,6,12,52,Mon,afternoon,Bronx,Bronx,FALSE
Lyft,Little Italy/NoLiTa,Midtown East,3.004,1228,20.54,0,0.62,1.82,2.75,0,0,15.23,15.23,FALSE,Mar,6,14,23,Mon,afternoon,Manhattan,Manhattan,FALSE
Uber,Park Slope,Fort Greene,1.1,763,11.58,0,0.35,1.03,0,0,0,8.8,8.8,FALSE,Mar,6,14,28,Mon,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Bushwick North,Bushwick North,0.59,220,8.02,0,0.24,0.71,0,0,3,6.46,9.46,FALSE,Mar,6,15,11,Mon,afternoon,Brooklyn,Brooklyn,TRUE
Uber,East Flatbush/Farragut,East Flatbush/Farragut,1.36,538,10.73,0,0.32,0.95,0,0,0,6.69,6.69,FALSE,Mar,6,15,21,Mon,afternoon,Brooklyn,Brooklyn,FALSE
Lyft,East Flatbush/Remsen Village,Brooklyn Heights,6.952,2614,31.63,0,0.95,2.81,0,0,0,0,0,FALSE,Mar,6,16,22,Mon,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Crown Heights North,East Flatbush/Remsen Village,1.8,753,10.78,0,0.32,0.96,0,0,0,9.24,9.24,FALSE,Mar,6,17,39,Mon,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Lincoln Square West,Morningside Heights,3.63,1130,29.19,0,0.88,2.59,2.75,0,0,24.56,24.56,FALSE,Mar,6,17,45,Mon,afternoon,Manhattan,Manhattan,FALSE
Uber,Sunnyside,Maspeth,1.6,659,12.1,0,0.36,1.07,0,0,0,8.93,8.93,FALSE,Mar,6,17,51,Mon,afternoon,Queens,Queens,FALSE
Lyft,Crown Heights North,Crown Heights South,1.57,651,11.08,0,0.33,0.98,0,0,3,8.05,11.05,FALSE,Mar,6,18,52,Mon,evening,Brooklyn,Brooklyn,TRUE
Uber,Greenwich Village North,Long Island City/Hunters Point,4.8,1145,22.55,0,0.68,2,2.75,0,0,17.11,17.11,FALSE,Mar,6,19,9,Mon,evening,Manhattan,Manhattan,FALSE
Lyft,Lincoln Square West,Manhattanville,4.044,815,14.51,0,0.44,1.29,2.75,0,0,12.64,12.64,FALSE,Mar,6,19,13,Mon,evening,Manhattan,Manhattan,FALSE
Uber,Woodhaven,Richmond Hill,1.26,813,8.89,0,0.27,0.79,0,0,0,9.14,9.14,FALSE,Mar,6,19,43,Mon,evening,Queens,Queens,FALSE
Uber,Flushing,East Flushing,1.04,469,5.57,0,0.17,0.49,0,0,0,7.6,7.6,FALSE,Mar,6,20,43,Mon,evening,Queens,Queens,FALSE
Lyft,Mount Hope,Upper West Side North,7.328,1337,21.03,0,0.63,1.87,2.75,0,0,21.6,21.6,FALSE,Mar,6,20,49,Mon,evening,Bronx,Bronx,FALSE
Uber,Bath Beach,Bensonhurst West,0.87,406,7.98,0,0.24,0.71,0,0,0,5.36,5.36,FALSE,Mar,6,20,53,Mon,evening,Brooklyn,Brooklyn,FALSE
Uber,Garment District,Midtown Center,1.05,446,9.15,0,0.27,0.81,2.75,0,5,5.94,10.94,FALSE,Mar,6,21,0,Mon,evening,Manhattan,Manhattan,TRUE
Uber,Hunts Point,Flushing,9.43,1066,23.82,6.55,0.91,2.7,0,0,5.09,21.55,26.64,FALSE,Mar,6,21,19,Mon,evening,Bronx,Bronx,TRUE
Uber,Morrisania/Melrose,Soundview/Bruckner,2.5,721,12.44,0,0.37,1.1,0,0,0,9.81,9.81,FALSE,Mar,6,21,19,Mon,evening,Bronx,Bronx,FALSE
Uber,Midtown Center,Midtown East,0.77,396,15.19,0,0.46,1.35,2.75,0,0,11.22,11.22,FALSE,Mar,6,21,43,Mon,evening,Manhattan,Manhattan,FALSE
Uber,Gramercy,Bedford,6.81,2431,22.05,0,0.66,1.96,0.75,0,0,26.81,26.81,FALSE,Mar,6,21,43,Mon,evening,Manhattan,Manhattan,FALSE
Lyft,Flatiron,Washington Heights North,13.364,2684,47.28,0,1.42,4.2,2.75,0,10.02,41.7,51.72,FALSE,Mar,6,21,59,Mon,evening,Manhattan,Manhattan,TRUE
Lyft,Clinton West,Clinton East,0.443,169,5.33,0,0.16,0.47,2.75,0,0,5.47,5.47,FALSE,Mar,6,23,35,Mon,night,Manhattan,Manhattan,FALSE
Uber,Ocean Parkway South,Homecrest,0.95,207,7.86,0,0.24,0.7,0,0,0,5.38,5.38,FALSE,Mar,7,1,28,Tue,night,Brooklyn,Brooklyn,FALSE
Uber,Long Island City/Hunters Point,Midtown Center,2.98,507,14.15,6.55,0.62,1.84,2.75,0,0,8.43,8.43,FALSE,Mar,7,1,56,Tue,night,Queens,Queens,FALSE
Uber,Murray Hill,Clinton West,2.49,605,14.56,0,0.44,1.29,2.75,0,1,10.51,11.51,FALSE,Mar,7,2,45,Tue,night,Manhattan,Manhattan,TRUE
Uber,Elmhurst/Maspeth,Jackson Heights,2.25,563,13.38,0,0.4,1.19,0,0,0,8.02,8.02,FALSE,Mar,7,4,7,Tue,night,Queens,Queens,FALSE
Uber,East Flatbush/Remsen Village,Boerum Hill,5.99,1720,42.81,0,1.28,3.8,0,0,0,24.47,24.47,FALSE,Mar,7,6,37,Tue,morning,Brooklyn,Brooklyn,FALSE
Lyft,Pelham Bay,Eastchester,2.62,463,8.85,0,0.27,0.78,0,0,0,7.58,7.58,FALSE,Mar,7,6,39,Tue,morning,Bronx,Bronx,FALSE
Uber,Morrisania/Melrose,Mott Haven/Port Morris,1.59,603,12.43,0,0.37,1.1,0,0,0,7.96,7.96,FALSE,Mar,7,7,25,Tue,morning,Bronx,Bronx,FALSE
Lyft,Astoria,Ridgewood,5.049,1779,34.4,0.25,1.04,3.08,0,0,0,22.93,22.93,FALSE,Mar,7,7,43,Tue,morning,Queens,Queens,FALSE
Lyft,Union Sq,Midtown North,1.814,721,10.87,0,0.33,0.97,2.75,0,0,9,9,FALSE,Mar,7,7,57,Tue,morning,Manhattan,Manhattan,FALSE
Uber,Parkchester,Parkchester,0.61,214,8.04,0,0.24,0.71,0,0,0,5.38,5.38,FALSE,Mar,7,8,43,Tue,morning,Bronx,Bronx,FALSE
Uber,Upper West Side South,Midtown Center,2.28,836,18.97,0,0.57,1.68,2.75,0,2.39,10.6,12.99,FALSE,Mar,7,9,5,Tue,morning,Manhattan,Manhattan,TRUE
Uber,Upper West Side North,Yorkville West,1.89,842,10.88,0,0.33,0.97,2.75,0,3,10.73,13.73,FALSE,Mar,7,9,34,Tue,morning,Manhattan,Manhattan,TRUE
Uber,Borough Park,Sunset Park East,1.32,907,7.45,0,0.22,0.66,0,0,3,10.09,13.09,FALSE,Mar,7,10,53,Tue,morning,Brooklyn,Brooklyn,TRUE
Uber,Laurelton,JFK Airport,5.64,615,19.51,0,0.66,1.95,0,2.5,0,14.31,14.31,FALSE,Mar,7,11,56,Tue,morning,Queens,Queens,FALSE
Lyft,Long Island City/Hunters Point,Roosevelt Island,2.375,839,14.72,0,0.32,0.95,0,0,0,10.81,10.81,FALSE,Mar,7,12,25,Tue,afternoon,Queens,Queens,FALSE
Lyft,Springfield Gardens North,Saint Albans,2.354,862,11.49,0,0.35,1.02,0,0,0,10.99,10.99,FALSE,Mar,7,12,28,Tue,afternoon,Queens,Queens,FALSE
Uber,Soundview/Castle Hill,West Farms/Bronx River,1.72,510,8.05,0,0.24,0.71,0,0,0,7.22,7.22,FALSE,Mar,7,13,36,Tue,afternoon,Bronx,Bronx,FALSE
Uber,East Village,Union Sq,1.32,659,13.61,0,0.41,1.21,2.75,0,0,7.77,7.77,FALSE,Mar,7,15,25,Tue,afternoon,Manhattan,Manhattan,FALSE
Uber,Upper East Side South,Outside of NYC,16.61,4957,89.63,20,3.29,0,0,0,16.93,70.45,87.38,TRUE,Mar,7,15,54,Tue,afternoon,Manhattan,Manhattan,TRUE
Uber,Mount Hope,East Tremont,1.26,767,8.34,0,0.25,0.74,0,0,0,8.71,8.71,FALSE,Mar,7,16,28,Tue,afternoon,Bronx,Bronx,FALSE
Uber,Prospect-Lefferts Gardens,Flatbush/Ditmas Park,1.87,915,15.17,0,0.46,1.35,0,0,0,13.29,13.29,FALSE,Mar,7,16,44,Tue,afternoon,Brooklyn,Brooklyn,FALSE
Uber,SoHo,SoHo,0.24,182,9.1,0,0.27,0.81,2.75,0,0,5.39,5.39,FALSE,Mar,7,16,48,Tue,afternoon,Manhattan,Manhattan,FALSE
Uber,Ocean Parkway South,Homecrest,0.91,258,7.86,0,0.24,0.7,0,0,0,6.08,6.08,FALSE,Mar,7,16,54,Tue,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Gowanus,Bay Ridge,3.79,920,17.78,0,0.53,1.58,0,0,0,13.91,13.91,FALSE,Mar,7,18,1,Tue,evening,Brooklyn,Brooklyn,FALSE
Lyft,Astoria,Steinway,2.084,728,14.2,0,0.43,1.26,0,0,0,9.4,9.4,FALSE,Mar,7,19,4,Tue,evening,Queens,Queens,FALSE
Uber,TriBeCa/Civic Center,SoHo,1.15,571,13.63,0,0.41,1.21,2.75,0,10,8.99,18.99,FALSE,Mar,7,19,8,Tue,evening,Manhattan,Manhattan,TRUE
Lyft,Erasmus,East Flatbush/Farragut,1.035,283,6.72,0,0.2,0.6,0,0,0,5.47,5.47,FALSE,Mar,7,19,23,Tue,evening,Brooklyn,Brooklyn,FALSE
Uber,Yorkville West,Sutton Place/Turtle Bay North,2.84,611,17.14,0,0.51,1.52,2.75,0,0,9.53,9.53,FALSE,Mar,7,19,28,Tue,evening,Manhattan,Manhattan,FALSE
Lyft,Sunset Park West,Flatbush/Ditmas Park,3.69,997,15.58,0,0.54,1.6,0,0,1,13.91,14.91,FALSE,Mar,7,19,48,Tue,evening,Brooklyn,Brooklyn,TRUE
Uber,South Williamsburg,South Williamsburg,0.74,852,11.33,0,0.34,1.01,0,0,0,9.65,9.65,FALSE,Mar,7,20,0,Tue,evening,Brooklyn,Brooklyn,FALSE
Uber,Midtown North,Murray Hill,1.27,463,10.86,0,0.33,0.96,2.75,0,5,5.88,10.88,FALSE,Mar,7,20,25,Tue,evening,Manhattan,Manhattan,TRUE
Uber,East Chelsea,Lenox Hill East,10.43,2190,44.61,40,2.54,7.51,2.75,0,0,-17.72,-17.72,FALSE,Mar,7,20,29,Tue,evening,Manhattan,Manhattan,FALSE
Uber,Soundview/Bruckner,Soundview/Castle Hill,2.64,844,14.27,0,0.43,1.27,0,0,0,11.13,11.13,FALSE,Mar,7,21,16,Tue,evening,Bronx,Bronx,FALSE
Lyft,East New York,East New York,1.904,517,8.66,0,0.26,0.77,0,0,2,7.2,9.2,FALSE,Mar,7,21,38,Tue,evening,Brooklyn,Brooklyn,TRUE
Uber,Hudson Sq,Outside of NYC,24.54,2577,86.98,20,3.21,0,0,0,0,72.56,72.56,TRUE,Mar,7,22,14,Tue,night,Manhattan,Manhattan,FALSE
Uber,Bedford,Carroll Gardens,4.22,1293,21.44,0,0.64,1.9,0,0,0,17.26,17.26,FALSE,Mar,7,22,37,Tue,night,Brooklyn,Brooklyn,FALSE
Uber,Clinton West,Murray Hill,2.11,720,13.55,0,0.41,1.2,2.75,0,3,9.32,12.32,FALSE,Mar,8,1,53,Wed,night,Manhattan,Manhattan,TRUE
Lyft,Bedford Park,Belmont,1.084,365,7.47,0,0.22,0.66,0,0,0,5.47,5.47,FALSE,Mar,8,2,29,Wed,night,Bronx,Bronx,FALSE
Uber,West Concourse,Midtown South,9.06,1260,27.81,0,0.83,2.47,0.75,0,0,31.12,31.12,FALSE,Mar,8,4,6,Wed,night,Bronx,Bronx,FALSE
Lyft,JFK Airport,Astoria,14.388,2439,34.1,0,1.1,3.25,0,2.5,8.19,45.95,54.14,FALSE,Mar,8,5,57,Wed,night,Queens,Queens,TRUE
Uber,South Ozone Park,South Ozone Park,1,317,7.86,0,0.24,0.7,0,0,0,6,6,FALSE,Mar,8,6,41,Wed,morning,Queens,Queens,FALSE
Uber,Two Bridges/Seward Park,Midtown Center,3.77,848,23.1,0,0.69,2.05,2.75,0,0,14.4,14.4,FALSE,Mar,8,6,52,Wed,morning,Manhattan,Manhattan,FALSE
Uber,Washington Heights North,East Tremont,3.33,1271,17.81,0,0.53,1.58,0,0,1,16.61,17.61,FALSE,Mar,8,6,56,Wed,morning,Manhattan,Manhattan,TRUE
Uber,Hamilton Heights,Penn Station/Madison Sq West,7.66,1917,45.77,0,1.37,4.06,2.75,0,0,31.19,31.19,FALSE,Mar,8,7,48,Wed,morning,Manhattan,Manhattan,FALSE
Uber,Cypress Hills,Murray Hill,8.48,3594,61.58,6.55,2.04,6.05,2.75,0,0,43.97,43.97,FALSE,Mar,8,8,15,Wed,morning,Brooklyn,Brooklyn,FALSE
Lyft,South Beach/Dongan Hills,Mariners Harbor,7.996,1308,27.17,0,0.82,2.41,0,0,0,22.15,22.15,FALSE,Mar,8,8,23,Wed,morning,Staten Island,Staten Island,FALSE
Lyft,Bay Ridge,Bay Ridge,1.114,387,6.9,0,0.21,0.61,0,0,0,5.47,5.47,FALSE,Mar,8,9,2,Wed,morning,Brooklyn,Brooklyn,FALSE
Uber,Lincoln Square West,Morningside Heights,2.91,694,18.89,0,0.57,1.68,2.75,0,0,18.81,18.81,FALSE,Mar,8,9,2,Wed,morning,Manhattan,Manhattan,FALSE
Uber,East Tremont,East Tremont,0.44,487,9.8,0,0.29,0.87,0,0,0,7.34,7.34,FALSE,Mar,8,9,15,Wed,morning,Bronx,Bronx,FALSE
Uber,Upper West Side South,Midtown Center,2.45,1589,21.45,0,0.64,1.9,2.75,0,0,19.08,19.08,FALSE,Mar,8,9,38,Wed,morning,Manhattan,Manhattan,FALSE
